"Date","Week","Month","Year","Location","Rate"
"05/04/2010","18","5","2010","Cairo-Memphis","210.00"
"05/04/2010","18","5","2010","Lower Ohio","235.00"
"05/04/2010","18","5","2010","Cincinnati","235.00"
"05/04/2010","18","5","2010","St. Louis","241.67"
"05/04/2010","18","5","2010","Lower Illinois","340.00"
"05/04/2010","18","5","2010","Twin Cities","368.00"
"04/27/2010","17","4","2010","Mid-Mississippi","297.00"
"04/27/2010","17","4","2010","Cairo-Memphis","180.00"
"04/27/2010","17","4","2010","Lower Ohio","223.33"
"04/27/2010","17","4","2010","Cincinnati","223.33"
"04/27/2010","17","4","2010","St. Louis","198.33"
"04/27/2010","17","4","2010","Lower Illinois","308.33"
"04/27/2010","17","4","2010","Twin Cities","318.00"
"04/20/2010","16","4","2010","Cincinnati","220.00"
"04/20/2010","16","4","2010","Cairo-Memphis","181.67"
"04/20/2010","16","4","2010","Lower Ohio","220.00"
"04/20/2010","16","4","2010","St. Louis","193.33"
"04/20/2010","16","4","2010","Lower Illinois","275.00"
"04/20/2010","16","4","2010","Mid-Mississippi","275.00"
"04/20/2010","16","4","2010","Twin Cities","307.00"
"04/13/2010","15","4","2010","Twin Cities","331.00"
"04/13/2010","15","4","2010","Cairo-Memphis","180.00"
"04/13/2010","15","4","2010","Lower Ohio","226.25"
"04/13/2010","15","4","2010","Cincinnati","226.25"
"04/13/2010","15","4","2010","St. Louis","197.50"
"04/13/2010","15","4","2010","Lower Illinois","275.00"
"04/13/2010","15","4","2010","Mid-Mississippi","293.00"
"04/06/2010","14","4","2010","Mid-Mississippi","298.00"
"04/06/2010","14","4","2010","Cairo-Memphis","180.00"
"04/06/2010","14","4","2010","Lower Ohio","230.00"
"04/06/2010","14","4","2010","Cincinnati","230.00"
"04/06/2010","14","4","2010","St. Louis","198.75"
"04/06/2010","14","4","2010","Lower Illinois","275.00"
"04/06/2010","14","4","2010","Twin Cities",
"03/30/2010","13","3","2010","Mid-Mississippi",
"03/30/2010","13","3","2010","Cairo-Memphis","181.25"
"03/30/2010","13","3","2010","Lower Ohio","232.50"
"03/30/2010","13","3","2010","Cincinnati","232.50"
"03/30/2010","13","3","2010","St. Louis","198.75"
"03/30/2010","13","3","2010","Lower Illinois","276.25"
"03/30/2010","13","3","2010","Twin Cities",
"03/23/2010","12","3","2010","Twin Cities",
"03/23/2010","12","3","2010","Cairo-Memphis","181.67"
"03/23/2010","12","3","2010","Lower Ohio","236.67"
"03/23/2010","12","3","2010","Cincinnati","236.67"
"03/23/2010","12","3","2010","St. Louis","196.67"
"03/23/2010","12","3","2010","Lower Illinois","276.67"
"03/23/2010","12","3","2010","Mid-Mississippi",
"03/16/2010","11","3","2010","Twin Cities",
"03/16/2010","11","3","2010","Cairo-Memphis","186.25"
"03/16/2010","11","3","2010","Lower Ohio","248.75"
"03/16/2010","11","3","2010","Cincinnati","248.75"
"03/16/2010","11","3","2010","St. Louis","200.00"
"03/16/2010","11","3","2010","Lower Illinois","282.50"
"03/16/2010","11","3","2010","Mid-Mississippi",
"03/09/2010","10","3","2010","Mid-Mississippi",
"03/09/2010","10","3","2010","Cairo-Memphis","202.50"
"03/09/2010","10","3","2010","Lower Ohio","270.00"
"03/09/2010","10","3","2010","Cincinnati","270.00"
"03/09/2010","10","3","2010","St. Louis","227.50"
"03/09/2010","10","3","2010","Lower Illinois","312.50"
"03/09/2010","10","3","2010","Twin Cities",
"03/02/2010","9","3","2010","Mid-Mississippi",
"03/02/2010","9","3","2010","Cairo-Memphis","228.75"
"03/02/2010","9","3","2010","Lower Ohio","273.75"
"03/02/2010","9","3","2010","Cincinnati","273.75"
"03/02/2010","9","3","2010","St. Louis","262.00"
"03/02/2010","9","3","2010","Lower Illinois","345.00"
"03/02/2010","9","3","2010","Twin Cities",
"02/23/2010","8","2","2010","Lower Illinois","317.00"
"02/23/2010","8","2","2010","Cairo-Memphis","192.00"
"02/23/2010","8","2","2010","Lower Ohio","255.00"
"02/23/2010","8","2","2010","Twin Cities",
"02/23/2010","8","2","2010","Cincinnati","255.00"
"02/23/2010","8","2","2010","St. Louis","215.00"
"02/23/2010","8","2","2010","Mid-Mississippi",
"02/16/2010","7","2","2010","Twin Cities",
"02/16/2010","7","2","2010","Cairo-Memphis","198.00"
"02/16/2010","7","2","2010","Lower Ohio","267.00"
"02/16/2010","7","2","2010","Cincinnati","267.00"
"02/16/2010","7","2","2010","St. Louis","215.00"
"02/16/2010","7","2","2010","Lower Illinois","305.00"
"02/16/2010","7","2","2010","Mid-Mississippi",
"02/09/2010","6","2","2010","Twin Cities",
"02/09/2010","6","2","2010","Cairo-Memphis","237.00"
"02/09/2010","6","2","2010","Lower Ohio","302.00"
"02/09/2010","6","2","2010","Cincinnati","302.00"
"02/09/2010","6","2","2010","St. Louis","258.00"
"02/09/2010","6","2","2010","Lower Illinois","358.00"
"02/09/2010","6","2","2010","Mid-Mississippi",
"02/02/2010","5","2","2010","Mid-Mississippi",
"02/02/2010","5","2","2010","Cairo-Memphis","258.75"
"02/02/2010","5","2","2010","Lower Ohio","323.75"
"02/02/2010","5","2","2010","Cincinnati","323.75"
"02/02/2010","5","2","2010","St. Louis","305.00"
"02/02/2010","5","2","2010","Lower Illinois","400.00"
"02/02/2010","5","2","2010","Twin Cities",
"01/26/2010","4","1","2010","Mid-Mississippi",
"01/26/2010","4","1","2010","Cairo-Memphis","253.33"
"01/26/2010","4","1","2010","Lower Ohio","326.67"
"01/26/2010","4","1","2010","Cincinnati","326.67"
"01/26/2010","4","1","2010","St. Louis","306.67"
"01/26/2010","4","1","2010","Lower Illinois","410.00"
"01/26/2010","4","1","2010","Twin Cities",
"01/19/2010","3","1","2010","Twin Cities",
"01/19/2010","3","1","2010","Cairo-Memphis","251.25"
"01/19/2010","3","1","2010","Lower Ohio","328.75"
"01/19/2010","3","1","2010","Cincinnati","328.75"
"01/19/2010","3","1","2010","St. Louis","290.00"
"01/19/2010","3","1","2010","Lower Illinois","391.25"
"01/19/2010","3","1","2010","Mid-Mississippi",
"01/12/2010","2","1","2010","Twin Cities",
"01/12/2010","2","1","2010","Cairo-Memphis","227.50"
"01/12/2010","2","1","2010","Lower Ohio","310.00"
"01/12/2010","2","1","2010","Cincinnati","310.00"
"01/12/2010","2","1","2010","St. Louis","261.25"
"01/12/2010","2","1","2010","Lower Illinois","386.25"
"01/12/2010","2","1","2010","Mid-Mississippi",
"01/05/2010","1","1","2010","Mid-Mississippi",
"01/05/2010","1","1","2010","Cairo-Memphis","233.33"
"01/05/2010","1","1","2010","Lower Ohio","310.00"
"01/05/2010","1","1","2010","Cincinnati","310.00"
"01/05/2010","1","1","2010","St. Louis","271.67"
"01/05/2010","1","1","2010","Lower Illinois","380.00"
"01/05/2010","1","1","2010","Twin Cities",
"12/29/2009","52","12","2009","Mid-Mississippi",
"12/29/2009","52","12","2009","Cairo-Memphis","242.00"
"12/29/2009","52","12","2009","Lower Ohio","302.00"
"12/29/2009","52","12","2009","Cincinnati","302.00"
"12/29/2009","52","12","2009","St. Louis","278.00"
"12/29/2009","52","12","2009","Lower Illinois","360.00"
"12/29/2009","52","12","2009","Twin Cities",
"12/22/2009","51","12","2009","Mid-Mississippi",
"12/22/2009","51","12","2009","Cairo-Memphis","243.00"
"12/22/2009","51","12","2009","Lower Ohio","306.00"
"12/22/2009","51","12","2009","Cincinnati","306.00"
"12/22/2009","51","12","2009","St. Louis","284.00"
"12/22/2009","51","12","2009","Lower Illinois","360.00"
"12/22/2009","51","12","2009","Twin Cities",
"12/15/2009","50","12","2009","Cincinnati","315.00"
"12/15/2009","50","12","2009","Cairo-Memphis","236.67"
"12/15/2009","50","12","2009","Lower Ohio","315.00"
"12/15/2009","50","12","2009","St. Louis","255.00"
"12/15/2009","50","12","2009","Lower Illinois","361.67"
"12/15/2009","50","12","2009","Mid-Mississippi",
"12/15/2009","50","12","2009","Twin Cities",
"12/08/2009","49","12","2009","Twin Cities",
"12/08/2009","49","12","2009","Cairo-Memphis","250.00"
"12/08/2009","49","12","2009","Lower Ohio","338.33"
"12/08/2009","49","12","2009","Cincinnati","340.00"
"12/08/2009","49","12","2009","St. Louis","275.00"
"12/08/2009","49","12","2009","Lower Illinois","390.00"
"12/08/2009","49","12","2009","Mid-Mississippi","378.00"
"12/01/2009","48","12","2009","Mid-Mississippi","393.00"
"12/01/2009","48","12","2009","Cairo-Memphis","263.75"
"12/01/2009","48","12","2009","Lower Ohio","367.50"
"12/01/2009","48","12","2009","Cincinnati","391.25"
"12/01/2009","48","12","2009","St. Louis","285.00"
"12/01/2009","48","12","2009","Lower Illinois","400.00"
"12/01/2009","48","12","2009","Twin Cities",
"11/24/2009","47","11","2009","Mid-Mississippi","400.00"
"11/24/2009","47","11","2009","Cairo-Memphis","292.50"
"11/24/2009","47","11","2009","Lower Ohio","378.75"
"11/24/2009","47","11","2009","Cincinnati","378.75"
"11/24/2009","47","11","2009","St. Louis","317.50"
"11/24/2009","47","11","2009","Lower Illinois","403.75"
"11/24/2009","47","11","2009","Twin Cities",
"11/17/2009","46","11","2009","Twin Cities","494.00"
"11/17/2009","46","11","2009","Cairo-Memphis","412.50"
"11/17/2009","46","11","2009","Lower Ohio","542.50"
"11/17/2009","46","11","2009","Cincinnati","542.50"
"11/17/2009","46","11","2009","St. Louis","431.25"
"11/17/2009","46","11","2009","Lower Illinois","426.25"
"11/17/2009","46","11","2009","Mid-Mississippi","433.00"
"11/10/2009","45","11","2009","Twin Cities","669.00"
"11/10/2009","45","11","2009","Cairo-Memphis","681.00"
"11/10/2009","45","11","2009","Lower Ohio","663.00"
"11/10/2009","45","11","2009","Cincinnati","663.00"
"11/10/2009","45","11","2009","St. Louis","706.00"
"11/10/2009","45","11","2009","Lower Illinois","650.00"
"11/10/2009","45","11","2009","Mid-Mississippi","650.00"
"11/03/2009","44","11","2009","Mid-Mississippi","468.00"
"11/03/2009","44","11","2009","Cairo-Memphis","353.75"
"11/03/2009","44","11","2009","Lower Ohio","482.50"
"11/03/2009","44","11","2009","Cincinnati","482.50"
"11/03/2009","44","11","2009","St. Louis","372.50"
"11/03/2009","44","11","2009","Lower Illinois","437.50"
"11/03/2009","44","11","2009","Twin Cities","460.00"
"10/27/2009","43","10","2009","Mid-Mississippi","458.00"
"10/27/2009","43","10","2009","Cairo-Memphis","345.00"
"10/27/2009","43","10","2009","Lower Ohio","478.75"
"10/27/2009","43","10","2009","Cincinnati","478.75"
"10/27/2009","43","10","2009","St. Louis","378.75"
"10/27/2009","43","10","2009","Lower Illinois","453.75"
"10/27/2009","43","10","2009","Twin Cities","461.00"
"10/20/2009","42","10","2009","Lower Illinois","451.25"
"10/20/2009","42","10","2009","Cairo-Memphis","336.25"
"10/20/2009","42","10","2009","Lower Ohio","457.50"
"10/20/2009","42","10","2009","Twin Cities","453.00"
"10/20/2009","42","10","2009","Cincinnati","458.75"
"10/20/2009","42","10","2009","St. Louis","371.25"
"10/20/2009","42","10","2009","Mid-Mississippi","450.00"
"10/13/2009","41","10","2009","Cincinnati","443.75"
"10/13/2009","41","10","2009","Cairo-Memphis","338.75"
"10/13/2009","41","10","2009","Lower Ohio","443.75"
"10/13/2009","41","10","2009","St. Louis","360.00"
"10/13/2009","41","10","2009","Lower Illinois","427.00"
"10/13/2009","41","10","2009","Mid-Mississippi","422.00"
"10/13/2009","41","10","2009","Twin Cities","436.00"
"10/06/2009","40","10","2009","Twin Cities","466.00"
"10/06/2009","40","10","2009","Cairo-Memphis","386.25"
"10/06/2009","40","10","2009","Lower Ohio","493.75"
"10/06/2009","40","10","2009","Cincinnati","493.75"
"10/06/2009","40","10","2009","St. Louis","423.75"
"10/06/2009","40","10","2009","Lower Illinois","467.00"
"10/06/2009","40","10","2009","Mid-Mississippi","467.00"
"09/29/2009","39","9","2009","Mid-Mississippi","438.00"
"09/29/2009","39","9","2009","Cairo-Memphis","375.00"
"09/29/2009","39","9","2009","Lower Ohio","446.67"
"09/29/2009","39","9","2009","Cincinnati","446.67"
"09/29/2009","39","9","2009","St. Louis","411.67"
"09/29/2009","39","9","2009","Lower Illinois","447.50"
"09/29/2009","39","9","2009","Twin Cities","433.00"
"09/22/2009","38","9","2009","Mid-Mississippi","388.00"
"09/22/2009","38","9","2009","Cairo-Memphis","317.50"
"09/22/2009","38","9","2009","Lower Ohio","376.25"
"09/22/2009","38","9","2009","Cincinnati","376.25"
"09/22/2009","38","9","2009","St. Louis","356.25"
"09/22/2009","38","9","2009","Lower Illinois","388.75"
"09/22/2009","38","9","2009","Twin Cities","383.00"
"09/15/2009","37","9","2009","Twin Cities","347.00"
"09/15/2009","37","9","2009","Cairo-Memphis","300.00"
"09/15/2009","37","9","2009","Lower Ohio","343.33"
"09/15/2009","37","9","2009","Cincinnati","348.33"
"09/15/2009","37","9","2009","St. Louis","306.67"
"09/15/2009","37","9","2009","Lower Illinois","335.00"
"09/15/2009","37","9","2009","Mid-Mississippi","333.00"
"09/08/2009","36","9","2009","Twin Cities","354.00"
"09/08/2009","36","9","2009","Cairo-Memphis","287.50"
"09/08/2009","36","9","2009","Lower Ohio","358.75"
"09/08/2009","36","9","2009","Cincinnati","347.50"
"09/08/2009","36","9","2009","St. Louis","300.00"
"09/08/2009","36","9","2009","Lower Illinois","336.25"
"09/08/2009","36","9","2009","Mid-Mississippi","329.00"
"09/01/2009","35","9","2009","Mid-Mississippi","353.00"
"09/01/2009","35","9","2009","Cairo-Memphis","324.00"
"09/01/2009","35","9","2009","Lower Ohio","380.00"
"09/01/2009","35","9","2009","Cincinnati","374.00"
"09/01/2009","35","9","2009","St. Louis","324.00"
"09/01/2009","35","9","2009","Lower Illinois","355.00"
"09/01/2009","35","9","2009","Twin Cities","358.00"
"08/25/2009","34","8","2009","Mid-Mississippi","338.00"
"08/25/2009","34","8","2009","Cairo-Memphis","312.00"
"08/25/2009","34","8","2009","Lower Ohio","360.00"
"08/25/2009","34","8","2009","Cincinnati","360.00"
"08/25/2009","34","8","2009","St. Louis","283.00"
"08/25/2009","34","8","2009","Lower Illinois","340.00"
"08/25/2009","34","8","2009","Twin Cities","353.00"
"08/18/2009","33","8","2009","Mid-Mississippi","324.00"
"08/18/2009","33","8","2009","Cairo-Memphis","263.00"
"08/18/2009","33","8","2009","Lower Ohio","314.00"
"08/18/2009","33","8","2009","Cincinnati","314.00"
"08/18/2009","33","8","2009","St. Louis","271.00"
"08/18/2009","33","8","2009","Lower Illinois","322.00"
"08/18/2009","33","8","2009","Twin Cities","345.00"
"08/11/2009","32","8","2009","Cincinnati","252.50"
"08/11/2009","32","8","2009","Cairo-Memphis","186.25"
"08/11/2009","32","8","2009","Lower Ohio","252.50"
"08/11/2009","32","8","2009","St. Louis","213.75"
"08/11/2009","32","8","2009","Lower Illinois","280.00"
"08/11/2009","32","8","2009","Mid-Mississippi","282.00"
"08/11/2009","32","8","2009","Twin Cities","311.00"
"08/04/2009","31","8","2009","Twin Cities","315.00"
"08/04/2009","31","8","2009","Cairo-Memphis","185.00"
"08/04/2009","31","8","2009","Lower Ohio","243.33"
"08/04/2009","31","8","2009","Cincinnati","243.33"
"08/04/2009","31","8","2009","St. Louis","216.67"
"08/04/2009","31","8","2009","Lower Illinois","276.25"
"08/04/2009","31","8","2009","Mid-Mississippi","276.00"
"07/28/2009","30","7","2009","Mid-Mississippi","285.00"
"07/28/2009","30","7","2009","Cairo-Memphis","195.00"
"07/28/2009","30","7","2009","Lower Ohio","233.33"
"07/28/2009","30","7","2009","Cincinnati","233.33"
"07/28/2009","30","7","2009","St. Louis","228.75"
"07/28/2009","30","7","2009","Lower Illinois","287.50"
"07/28/2009","30","7","2009","Twin Cities","333.00"
"07/21/2009","29","7","2009","Mid-Mississippi","298.00"
"07/21/2009","29","7","2009","Cairo-Memphis","205.00"
"07/21/2009","29","7","2009","Lower Ohio","213.00"
"07/21/2009","29","7","2009","Cincinnati","213.00"
"07/21/2009","29","7","2009","St. Louis","225.00"
"07/21/2009","29","7","2009","Lower Illinois","298.00"
"07/21/2009","29","7","2009","Twin Cities","355.00"
"07/14/2009","28","7","2009","Twin Cities","349.00"
"07/14/2009","28","7","2009","Cairo-Memphis","182.50"
"07/14/2009","28","7","2009","Lower Ohio","201.00"
"07/14/2009","28","7","2009","Cincinnati","201.00"
"07/14/2009","28","7","2009","St. Louis","191.00"
"07/14/2009","28","7","2009","Lower Illinois","270.00"
"07/14/2009","28","7","2009","Mid-Mississippi","282.00"
"07/07/2009","27","7","2009","Twin Cities","313.00"
"07/07/2009","27","7","2009","Cairo-Memphis","178.00"
"07/07/2009","27","7","2009","Lower Ohio","196.00"
"07/07/2009","27","7","2009","Cincinnati","196.00"
"07/07/2009","27","7","2009","St. Louis","199.00"
"07/07/2009","27","7","2009","Lower Illinois","249.00"
"07/07/2009","27","7","2009","Mid-Mississippi","263.00"
"06/30/2009","26","6","2009","Mid-Mississippi","271.00"
"06/30/2009","26","6","2009","Cairo-Memphis","179.00"
"06/30/2009","26","6","2009","Lower Ohio","201.00"
"06/30/2009","26","6","2009","Cincinnati","201.00"
"06/30/2009","26","6","2009","St. Louis","196.00"
"06/30/2009","26","6","2009","Lower Illinois","263.00"
"06/30/2009","26","6","2009","Twin Cities","318.00"
"06/23/2009","25","6","2009","Mid-Mississippi","285.00"
"06/23/2009","25","6","2009","Cairo-Memphis","176.25"
"06/23/2009","25","6","2009","Lower Ohio","198.75"
"06/23/2009","25","6","2009","Cincinnati","198.75"
"06/23/2009","25","6","2009","St. Louis","192.50"
"06/23/2009","25","6","2009","Lower Illinois","276.25"
"06/23/2009","25","6","2009","Twin Cities","335.00"
"06/16/2009","24","6","2009","Cincinnati","205.00"
"06/16/2009","24","6","2009","Cairo-Memphis","181.25"
"06/16/2009","24","6","2009","Lower Ohio","205.00"
"06/16/2009","24","6","2009","Lower Illinois","290.00"
"06/16/2009","24","6","2009","Mid-Mississippi","303.00"
"06/16/2009","24","6","2009","Twin Cities","352.00"
"06/16/2009","24","6","2009","St. Louis","201.25"
"06/09/2009","23","6","2009","Twin Cities","350.00"
"06/09/2009","23","6","2009","Cairo-Memphis","185.00"
"06/09/2009","23","6","2009","Lower Ohio","205.00"
"06/09/2009","23","6","2009","Cincinnati","205.00"
"06/09/2009","23","6","2009","St. Louis","201.67"
"06/09/2009","23","6","2009","Lower Illinois","268.33"
"06/09/2009","23","6","2009","Mid-Mississippi","298.00"
"06/02/2009","22","6","2009","Twin Cities","357.00"
"06/02/2009","22","6","2009","Cairo-Memphis","182.50"
"06/02/2009","22","6","2009","Lower Ohio","203.75"
"06/02/2009","22","6","2009","Cincinnati","203.75"
"06/02/2009","22","6","2009","St. Louis","206.25"
"06/02/2009","22","6","2009","Lower Illinois","263.75"
"06/02/2009","22","6","2009","Mid-Mississippi","301.00"
"05/26/2009","21","5","2009","Mid-Mississippi","306.00"
"05/26/2009","21","5","2009","Cairo-Memphis","181.25"
"05/26/2009","21","5","2009","Lower Ohio","208.75"
"05/26/2009","21","5","2009","Cincinnati","208.75"
"05/26/2009","21","5","2009","St. Louis","196.25"
"05/26/2009","21","5","2009","Lower Illinois","271.25"
"05/26/2009","21","5","2009","Twin Cities","371.00"
"05/19/2009","20","5","2009","Mid-Mississippi","298.00"
"05/19/2009","20","5","2009","Cairo-Memphis","180.00"
"05/19/2009","20","5","2009","Lower Ohio","210.00"
"05/19/2009","20","5","2009","Cincinnati","210.00"
"05/19/2009","20","5","2009","St. Louis","196.67"
"05/19/2009","20","5","2009","Lower Illinois","271.67"
"05/19/2009","20","5","2009","Twin Cities","355.00"
"05/12/2009","19","5","2009","Cincinnati","210.00"
"05/12/2009","19","5","2009","Cairo-Memphis","181.25"
"05/12/2009","19","5","2009","Lower Ohio","210.00"
"05/12/2009","19","5","2009","St. Louis","200.00"
"05/12/2009","19","5","2009","Lower Illinois","273.00"
"05/12/2009","19","5","2009","Mid-Mississippi","278.00"
"05/12/2009","19","5","2009","Twin Cities","324.00"
"05/05/2009","18","5","2009","Twin Cities","286.00"
"05/05/2009","18","5","2009","Cairo-Memphis","177.00"
"05/05/2009","18","5","2009","Lower Ohio","203.75"
"05/05/2009","18","5","2009","Cincinnati","203.75"
"05/05/2009","18","5","2009","St. Louis","191.00"
"05/05/2009","18","5","2009","Lower Illinois","249.00"
"05/05/2009","18","5","2009","Mid-Mississippi","252.00"
"04/28/2009","17","4","2009","Mid-Mississippi","260.00"
"04/28/2009","17","4","2009","Cairo-Memphis","178.00"
"04/28/2009","17","4","2009","Lower Ohio","208.00"
"04/28/2009","17","4","2009","Cincinnati","208.00"
"04/28/2009","17","4","2009","St. Louis","198.00"
"04/28/2009","17","4","2009","Lower Illinois","249.00"
"04/28/2009","17","4","2009","Twin Cities","293.00"
"04/21/2009","16","4","2009","Lower Illinois","258.75"
"04/21/2009","16","4","2009","Cairo-Memphis","180.00"
"04/21/2009","16","4","2009","Lower Ohio","217.50"
"04/21/2009","16","4","2009","Twin Cities","303.00"
"04/21/2009","16","4","2009","Cincinnati","217.50"
"04/21/2009","16","4","2009","St. Louis","197.50"
"04/21/2009","16","4","2009","Mid-Mississippi","266.00"
"04/14/2009","15","4","2009","Twin Cities","312.00"
"04/14/2009","15","4","2009","Cairo-Memphis","190.00"
"04/14/2009","15","4","2009","Lower Ohio","223.33"
"04/14/2009","15","4","2009","Cincinnati","223.33"
"04/14/2009","15","4","2009","St. Louis","198.75"
"04/14/2009","15","4","2009","Lower Illinois","262.50"
"04/14/2009","15","4","2009","Mid-Mississippi","278.00"
"04/07/2009","14","4","2009","Twin Cities","319.00"
"04/07/2009","14","4","2009","Cairo-Memphis","186.25"
"04/07/2009","14","4","2009","Lower Ohio","210.00"
"04/07/2009","14","4","2009","Cincinnati","210.00"
"04/07/2009","14","4","2009","St. Louis","201.00"
"04/07/2009","14","4","2009","Lower Illinois","253.00"
"04/07/2009","14","4","2009","Mid-Mississippi","276.00"
"03/31/2009","13","3","2009","Mid-Mississippi","275.00"
"03/31/2009","13","3","2009","Cairo-Memphis","188.33"
"03/31/2009","13","3","2009","Lower Ohio","208.33"
"03/31/2009","13","3","2009","Cincinnati","208.33"
"03/31/2009","13","3","2009","St. Louis","202.50"
"03/31/2009","13","3","2009","Lower Illinois","248.75"
"03/31/2009","13","3","2009","Twin Cities","320.00"
"03/24/2009","12","3","2009","Mid-Mississippi","308.00"
"03/24/2009","12","3","2009","Cairo-Memphis","196.25"
"03/24/2009","12","3","2009","Lower Ohio","212.50"
"03/24/2009","12","3","2009","Cincinnati","212.50"
"03/24/2009","12","3","2009","St. Louis","228.00"
"03/24/2009","12","3","2009","Lower Illinois","271.00"
"03/24/2009","12","3","2009","Twin Cities","337.00"
"03/17/2009","11","3","2009","Twin Cities",
"03/17/2009","11","3","2009","Cairo-Memphis","189.00"
"03/17/2009","11","3","2009","Lower Ohio","214.00"
"03/17/2009","11","3","2009","Cincinnati","214.00"
"03/17/2009","11","3","2009","St. Louis","219.00"
"03/17/2009","11","3","2009","Lower Illinois","265.00"
"03/17/2009","11","3","2009","Mid-Mississippi","283.00"
"03/10/2009","10","3","2009","Twin Cities",
"03/10/2009","10","3","2009","Cairo-Memphis","185.00"
"03/10/2009","10","3","2009","Lower Ohio","208.00"
"03/10/2009","10","3","2009","Cincinnati","208.00"
"03/10/2009","10","3","2009","St. Louis","208.00"
"03/10/2009","10","3","2009","Lower Illinois","267.00"
"03/10/2009","10","3","2009","Mid-Mississippi","273.00"
"03/03/2009","9","3","2009","Mid-Mississippi","288.00"
"03/03/2009","9","3","2009","Cairo-Memphis","198.00"
"03/03/2009","9","3","2009","Lower Ohio","217.00"
"03/03/2009","9","3","2009","Cincinnati","217.00"
"03/03/2009","9","3","2009","St. Louis","217.00"
"03/03/2009","9","3","2009","Lower Illinois","282.00"
"03/03/2009","9","3","2009","Twin Cities",
"02/24/2009","8","2","2009","Mid-Mississippi","303.00"
"02/24/2009","8","2","2009","Cairo-Memphis","200.00"
"02/24/2009","8","2","2009","Lower Ohio","222.00"
"02/24/2009","8","2","2009","Cincinnati","222.00"
"02/24/2009","8","2","2009","St. Louis","226.00"
"02/24/2009","8","2","2009","Lower Illinois","305.00"
"02/24/2009","8","2","2009","Twin Cities",
"02/17/2009","7","2","2009","Mid-Mississippi","315.00"
"02/17/2009","7","2","2009","Cairo-Memphis","200.00"
"02/17/2009","7","2","2009","Lower Ohio","228.33"
"02/17/2009","7","2","2009","Cincinnati","228.33"
"02/17/2009","7","2","2009","St. Louis","226.67"
"02/17/2009","7","2","2009","Lower Illinois","310.00"
"02/17/2009","7","2","2009","Twin Cities",
"02/10/2009","6","2","2009","Twin Cities",
"02/10/2009","6","2","2009","Cairo-Memphis","230.00"
"02/10/2009","6","2","2009","Lower Ohio","269.00"
"02/10/2009","6","2","2009","Cincinnati","269.00"
"02/10/2009","6","2","2009","St. Louis","256.00"
"02/10/2009","6","2","2009","Lower Illinois","356.00"
"02/10/2009","6","2","2009","Mid-Mississippi",
"02/03/2009","5","2","2009","Twin Cities",
"02/03/2009","5","2","2009","Cairo-Memphis","259.00"
"02/03/2009","5","2","2009","Lower Ohio","346.00"
"02/03/2009","5","2","2009","Cincinnati","346.00"
"02/03/2009","5","2","2009","St. Louis","329.00"
"02/03/2009","5","2","2009","Lower Illinois","456.00"
"02/03/2009","5","2","2009","Mid-Mississippi",
"01/27/2009","4","1","2009","Mid-Mississippi",
"01/27/2009","4","1","2009","Cairo-Memphis","397.00"
"01/27/2009","4","1","2009","Lower Ohio","424.00"
"01/27/2009","4","1","2009","Cincinnati","414.00"
"01/27/2009","4","1","2009","St. Louis","466.00"
"01/27/2009","4","1","2009","Lower Illinois","560.00"
"01/27/2009","4","1","2009","Twin Cities",
"01/20/2009","3","1","2009","Mid-Mississippi",
"01/20/2009","3","1","2009","Cairo-Memphis","436.00"
"01/20/2009","3","1","2009","Lower Ohio","429.00"
"01/20/2009","3","1","2009","Cincinnati","429.00"
"01/20/2009","3","1","2009","St. Louis","481.00"
"01/20/2009","3","1","2009","Lower Illinois","563.00"
"01/20/2009","3","1","2009","Twin Cities",
"01/13/2009","2","1","2009","Twin Cities",
"01/13/2009","2","1","2009","Cairo-Memphis","421.00"
"01/13/2009","2","1","2009","Lower Ohio","415.00"
"01/13/2009","2","1","2009","Cincinnati","415.00"
"01/13/2009","2","1","2009","St. Louis","428.00"
"01/13/2009","2","1","2009","Lower Illinois","550.00"
"01/13/2009","2","1","2009","Mid-Mississippi",
"01/06/2009","1","1","2009","Twin Cities",
"01/06/2009","1","1","2009","Cairo-Memphis","240.00"
"01/06/2009","1","1","2009","Lower Ohio","326.00"
"01/06/2009","1","1","2009","Cincinnati","326.00"
"01/06/2009","1","1","2009","St. Louis","273.00"
"01/06/2009","1","1","2009","Lower Illinois","371.00"
"01/06/2009","1","1","2009","Mid-Mississippi",
"12/30/2008","52","12","2008","Mid-Mississippi",
"12/30/2008","52","12","2008","Cairo-Memphis","266.00"
"12/30/2008","52","12","2008","Lower Ohio","346.00"
"12/30/2008","52","12","2008","Cincinnati","348.00"
"12/30/2008","52","12","2008","St. Louis","300.00"
"12/30/2008","52","12","2008","Lower Illinois","441.00"
"12/30/2008","52","12","2008","Twin Cities",
"12/23/2008","51","12","2008","Mid-Mississippi",
"12/23/2008","51","12","2008","Cairo-Memphis","297.50"
"12/23/2008","51","12","2008","Lower Ohio","387.50"
"12/23/2008","51","12","2008","Cincinnati","387.50"
"12/23/2008","51","12","2008","St. Louis","415.00"
"12/23/2008","51","12","2008","Lower Illinois","518.75"
"12/23/2008","51","12","2008","Twin Cities",
"12/16/2008","50","12","2008","Mid-Mississippi",
"12/16/2008","50","12","2008","Cairo-Memphis","303.00"
"12/16/2008","50","12","2008","Lower Ohio","380.00"
"12/16/2008","50","12","2008","Cincinnati","380.00"
